model,error_category,subrule,normalised_annotated_text,annotated_text,filename_stem,annotation_id,reviewer_name,archive
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2978,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2979,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2980,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2981,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2982,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2983,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2984,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2985,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2986,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2987,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2988,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3255,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3256,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3257,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3258,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3259,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3260,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3261,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3262,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3263,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3264,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3265,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3266,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3267,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3268,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3269,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3270,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3271,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3272,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3273,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3274,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3275,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3276,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3277,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3278,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3279,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3280,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3281,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3282,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3283,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_23,3284,Paco,bnf_267
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,AGN_AHHacienda_v1292_exp135,1260,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,AGN_AHHacienda_v1292_exp135,1261,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,AGN_AHHacienda_v1292_exp135,1262,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,AGN_AHHacienda_v1292_exp135,1263,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,AGN_AHHacienda_v1292_exp135,1264,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,AGN_AHHacienda_v1292_exp135,1265,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,860,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,861,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,862,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,863,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,864,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,865,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,866,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,867,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,868,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pos,pos,BNE_ms3047_1,869,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pueblo,pueblo,AGN_Indios_v019_exp354_2,180,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pueblo,pueblo,BnF_112_25,2723,Paco,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,AGN_Indios_v019_exp354_2,435,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BNE_ms3047_4,1222,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_111_20,5082,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_111_20,5084,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_111_20,5085,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_111_20,5086,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_111_20,5087,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_111_20,5100,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_113_04,2742,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_113_04,2743,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,puo,puo,BnF_113_04,2744,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_GralParte_v006_exp617_01,368,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_GralParte_v006_exp617_01,369,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_GralParte_v006_exp617_01,370,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_GralParte_v006_exp617_01,371,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_GralParte_v006_exp617_01,372,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_GralParte_v006_exp617_01,373,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,456,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,457,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,458,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,459,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,460,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,461,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,462,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,463,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,AGN_Indios_v019_exp354_2,464,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2510,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2512,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2513,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2514,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2515,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2516,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2517,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2518,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2519,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_032_36,2520,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5066,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5067,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5068,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5071,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5072,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5073,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5074,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5075,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5076,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5077,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5078,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5096,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_111_20,5103,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_113_04,2749,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q,q,BnF_113_22,1963,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qto,qto,AGN_AHHacienda_v268_exp046_01,121,Adriana,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qto,qto,AGN_Indios_v019_exp354_2,491,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quios,quios,AGI_PATRONATO_182_R3_01,25,Alba,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quios,quios,AGN_AHHacienda_v1292_exp135,1294,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quios,quios,AGN_Mercedes_v003_exp520,654,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quios,quios,BnF_030_21,189,Edna,bnf_030
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quios,quios,BnF_032_36,2559,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quios,quios,BnF_113_04,2747,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rl,Rl,AGN_AHHacienda_v268_exp046_01,103,Adriana,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rl,RL,AGN_Indios_v019_exp354_2,165,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rl,RL,AGN_Indios_v019_exp354_2,167,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rl,RL,AGN_Indios_v019_exp354_2,169,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rl,RL,AGN_Indios_v019_exp354_2,170,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rs,Rs,AGI_CONTRATACION_1091_N3_098,1239,Javier,agi_contratacion
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rs,Rs,AGN_AHHacienda_v1292_exp135,1287,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rs,Rs,AGN_AHHacienda_v1292_exp135,1288,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rs,Rs,AGN_IndiferenteVirreinal_caja4071_exp024_2,1404,Paloma,agn_indiferentevirreinal
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rs,Rs,AGN_Indios_v019_exp354_2,168,Alba,agn_indios
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,seiscientos,seiscientos,BnF_075_003,337,Adriana,bnf_075
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,seiscientos,seiscientos,BnF_117_13,2845,Paco,bnf_117
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,seiso,Seiso,AGN_Indios_v019_exp354_2,474,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,seiso,seiso,AGN_RealesCedDup_v050_exp062,1519,Paloma,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,servo,Servo,AGN_Indios_v009_exp003_fs4v-5_01,4696,Arturo,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,servo,servo,BNE_ms3047_1,987,Rodrigo,bne_ms3047
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,ses,ses,AGN_AHHacienda_v268_exp046_03,4522,Arturo,agn_ahhacienda
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,ses,ses,UIA_Ms149_Exp3_04,1236,Alba,uia_ms149
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,Sor,AGN_RealesCedDup_v030_exp874,679,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,Sor,AGN_RealesCedDup_v030_exp874,680,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,Sor,AGN_RealesCedDup_v030_exp874,681,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,sor,AGN_RealesCedDup_v030_exp874,682,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,Sor,AGN_RealesCedDup_v030_exp874,683,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,sor,AGN_RealesCedDup_v030_exp874,684,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,sor,AGN_RealesCedDup_v050_exp062,1530,Paloma,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,sor,BnF_112_04,1717,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sor,sor,BnF_112_04,1718,Paloma,bnf_112
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,sor,sor,BnF_113_25,5328,Flor,bnf_113
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,sor,sor,BnF_117_13,2835,Paco,bnf_117
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,sor,Sor,BnF_174_02,952,Javier,bnf_174
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,to,AGN_AHHacienda_v1292_exp135,1266,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,to,AGN_AHHacienda_v1292_exp135,1267,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,to,AGN_AHHacienda_v1292_exp135,1268,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,to,AGN_AHHacienda_v1292_exp135,1269,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,to,AGN_AHHacienda_v1292_exp135,1270,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,To,BnF_111_20,5060,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_20,5061,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_20,5099,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,AGN_HospJesus_c205_exp041_04,4978,Flor,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_21,5166,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_21,5167,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_21,5168,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_21,5169,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_21,5170,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_21,5171,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_111_21,5172,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2989,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2990,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2991,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2992,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2993,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2994,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2995,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2996,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2997,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2998,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,2999,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3000,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3001,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3002,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3003,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3004,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3005,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3006,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3007,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3008,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3009,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3010,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3011,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3012,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3013,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3014,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3015,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3016,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3017,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3018,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_03,3019,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3285,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3286,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3287,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3288,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3289,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3290,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3291,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3292,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3293,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3294,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3295,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3296,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3297,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3298,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3299,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3300,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3301,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3302,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3303,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3304,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3305,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3306,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3307,Paco,bnf_267
