model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_text,effective_error_category,effective_subrule,start,end,modernised_context,modernised_txt_path,pre_modernisation_txt_path,distinct_annotations,affected_documents,affected_archives,affected_reviewers,cross_context_prompt_candidate
Llama 3.3 70B · 12 000 TPM,BnF_266_05,bnf_266,Adriana,756,seÃ±or,seã±or,Cambios,Otros,3521,3527,"…rio subirse al pÃºlpito, como lo hizo, y, estando todo en silencio, dijo en voz alta: 'El [[seÃ±or]] general, don NicolÃ¡s BruÃ±Ã³n, de quien somos hoy humildes prisioneros, es tan piadoso q…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_05/BnF_266_05_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_05,bnf_266,Adriana,757,seÃ±or,seã±or,Cambios,Sustitución,4710,4716,…nas alhajas que allÃ­ tenÃ­an escondidas. Dijeron algunas: 'Manifestamos las que manda el [[seÃ±or]] vicario'.,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_05/BnF_266_05_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_05,bnf_266,Adriana,757,seÃ±or,seã±or,Cambios,Otros,4710,4716,…nas alhajas que allÃ­ tenÃ­an escondidas. Dijeron algunas: 'Manifestamos las que manda el [[seÃ±or]] vicario'.,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_05/BnF_266_05_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_075_035,bnf_075,Arturo,5357,señor,señor,Cambios,Deleción,208,213,"…re de mil seiscientos sesenta y cuatro años, yo, Diego de Baeza, escriano del juzgado del [[señor]] corregidor, doy fe que en cumplimiento del auto proveído atrás por su merced, salí a las…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_035_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_075_035/BnF_075_035_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_075_035,bnf_075,Arturo,5358,señor,señor,Cambios,Deleción,669,674,"…los vecinos y moradores de este dicho pueblo hoy y mañana sábado en todo el ante el dicho [[señor]] corregidor, y no tuviesen temor para les dar a entender cierto negocio que conviene a la…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_035_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_075_035/BnF_075_035_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5561,"señora,","señora,",Puntuación,"Coma (,)",78,85,"Sea alabado el nombre del Señor. Entendi vuestras palabras, de vos mi madre y [[señora,]] y de vos mi hermano don Pedro Dionisio, que vinieron escritas en vuestra carta sobre el s…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5562,"señora,","señora,",Puntuación,"Coma (,)",1003,1010,"…las dichas mis casas. Y que habléis por ellos. Esto es lo que os ruego a vos, mi madre y [[señora,]] y a vos, mi hermano. Fecha esta carta a tres de julio de 1567. Yo que mucho os amo, doña…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5518,So,so,Abreviaturas,Expansión completa,0,2,"[[So]] Casasano. Muy po señor. Alega y 2. Agustín Pinto en nombre de Sebastián de Aguilar, indio…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt,2,2,1,2,False
Llama 3.3 70B · 12 000 TPM,BnF_117_13,bnf_117,Paco,2833,So,so,Abreviaturas,Expansión completa,0,2,"[[So]] Casasano, muy poseedor, sor. Pide treinta días. A llevado cuarenta. Es en Tlaxcala. Agust…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_117_13/BnF_117_13_GT.txt,2,2,1,2,False
Llama 3.3 70B · 12 000 TPM,BnF_113_43,bnf_113,Paloma,2037,sujeto a la dicha cámara,sujeto a la dicha cámara,Cambios,Sustitución,319,343,"…Dada y pronunciada fue esta dicha sentencia por el dicho señor Gaspar Carrillo, teniente, [[sujeto a la dicha cámara]] , en este pueblo de Xicotepec, al primer día del mes de agosto de mil quinientos sesenta y…",intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_113_43_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_113_43/BnF_113_43_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_113_43,bnf_113,Paloma,2038,sujeto a la dicha cámara,sujeto a la dicha cámara,Cambios,Sustitución,593,617,"…de este dicho pueblo, y Hernando de Terrazas. Paso ante mí. En este dicho día, mes y año, [[sujeto a la dicha cámara]] , yo el dicho Escribano digo que la consentí y consentí en todo y por todo, como en ella s…",intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_113_43_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_113_43/BnF_113_43_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_RealesCedDup_v003_exp334,agn_realesceddup,Alba,662,Temporal,temporal,Cambios,Inserción,0,8,"[[Temporal]] . En México, a quince de enero de mil y quinientos y noventa y ocho años, se hizo presenta…",intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v003_exp334_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v003_exp334/AGN_RealesCedDup_v003_exp334_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_RealesCedDup_v003_exp334,agn_realesceddup,Alba,663,Temporal,temporal,Cambios,Inserción,144,152,"…ntos y noventa y ocho años, se hizo presentación a el beneficio de el pueblo y partido de [[Temporal]] , y la real corona, en el bachiller Juan de la Concha, presbítero, con doscientos pesos de…",intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v003_exp334_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v003_exp334/AGN_RealesCedDup_v003_exp334_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_113_43,bnf_113,Paloma,2036,teniente,teniente,Cambios,Sustitución,309,317,"…precisos. Dada y pronunciada fue esta dicha sentencia por el dicho señor Gaspar Carrillo, [[teniente]] , sujeto a la dicha cámara, en este pueblo de Xicotepec, al primer día del mes de agosto d…",intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_113_43_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_113_43/BnF_113_43_GT.txt,2,2,2,1,False
Llama 3.3 70B · 12 000 TPM,BnF_174_04,bnf_174,Paloma,2269,teniente,teniente,Cambios,Sustitución,2604,2612,"…adres nombrados propusieron, y no vinieron) a quien yo a este fin acababa de conseguir el [[teniente]] de esta Pimería del Señor Gobernador de las Armas Don Domingo Gironza Petris de Cruzat, c…",intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_04_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_174_04/BnF_174_04_GT.txt,2,2,2,1,False
Llama 3.3 70B · 12 000 TPM,BnF_174_03,bnf_174,Arturo,5842,"tierras, y","tierras, y",Puntuación,"Coma (,)",3555,3565,"…u uso, que nos dieron con suma afabilidad, y agasajo. Añado el mapa de todas estas nuevas [[tierras, y]] cercanías de la mar, y costa de California y de esta tierra firme con los puertos, y agua…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_174_03/BnF_174_03_GT.txt,2,2,2,1,False
Llama 3.3 70B · 12 000 TPM,UIA_Ms149_Exp2_51,uia_ms149,Arturo,6041,"tierras, y","tierras, y",Puntuación,"Coma (,)",776,786,"…ferencias que traían los indios del pueblo de Culhuacán y los de Suchimilco sobre ciertas [[tierras, y]] de conformidad de partes, después de haber hecho ciertas diligencias y averiguaciones, lo…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp2_51_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/UIA_Ms149_Exp2_51/UIA_Ms149_Exp2_51_GT.txt,2,2,2,1,False
Llama 3.3 70B · 12 000 TPM,BnF_117_13,bnf_117,Paco,2839,Tlaxcala,tlaxcala,Cambios,Sustitución,77,85,"So Casasano, muy poseedor, sor. Pide treinta días. A llevado cuarenta. Es en [[Tlaxcala]] . Agustín Pinto, en nombre de Sebastián de Aguilar, en el pleito que contra mi parte trata…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_117_13/BnF_117_13_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_117_13,bnf_117,Paco,2840,Tlaxcala,tlaxcala,Cambios,Sustitución,260,268,"…trata Franco sobre las tierras, digo que mi parte ha de hacer su probanza en la ciudad de [[Tlaxcala]] , y en los diez días no ha podido hacer su probanza, y suplico a Vuestra Alteza me prorrog…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_117_13/BnF_117_13_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_06,bnf_266,Adriana,683,trajesen,trajesen,Cambios,Sustitución,1983,1991,"…para repartirnos algunos quesos y manojos de tabaco y otras cosas. No consentían que nos [[trajesen]] vino, por que no nos alborotáramos. Tanto era el miedo, o mejor diré la buena disposición…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_06/BnF_266_06_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_06,bnf_266,Adriana,686,trajesen,trajesen,Cambios,Sustitución,4425,4433,"…cocho, con que, viendo que moríamos de hambre, le suplicamos al almirante Lorenzo que nos [[trajesen]] algo. A las dos de la tarde nos trajeron algunas botijas de agua y tres petates de bizcoc…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_06/BnF_266_06_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_110_13,bnf_110,Adriana,431,V.M.,v.m.,Abreviaturas,Expansión completa,1278,1282,"…raleza parece ser falso, y así lo declarar suyo de falso, civilmente, atento a lo cual, a [[V.M.]] pido y suplico que, sin embargo de lo que dice y alega la parte contraria, que no es cier…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_110_13/BnF_110_13_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_110_13,bnf_110,Adriana,432,V.M.,v.m.,Abreviaturas,Expansión completa,1522,1526,"…s pedido, mandando nos dar mandamiento de posesión y amparo, confirmando el que solo este [[V.M.]] nos tenía dado y pedimos justa y costas y en lo necesario. Juo de Palencia",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_110_13/BnF_110_13_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_Inquisicion_v1568A_exp152_fs115-116v_03,agn_inquisicion,Javier,925,vaLa,vala,Abreviaturas,Expansión completa,993,997,…e Guzmán y Juan Jara y otras personas vecinos y estantes en esta dicha ciudad. Ba Enmdo E [[vaLa]] testdo un nonigo no vaLa de verdad hago mi sig. Escribo Pucó. Sin dro de. Certificamos y…,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Inquisicion_v1568A_exp152_fs115-116v_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_Inquisicion_v1568A_exp152_fs115-116v_03/AGN_Inquisicion_v1568A_exp152_fs115-116v_03_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_Inquisicion_v1568A_exp152_fs115-116v_03,agn_inquisicion,Javier,926,vaLa,vala,Abreviaturas,Expansión completa,1018,1022,…ras personas vecinos y estantes en esta dicha ciudad. Ba Enmdo E vaLa testdo un nonigo no [[vaLa]] de verdad hago mi sig. Escribo Pucó. Sin dro de. Certificamos y damos fe que Jhoan Pérez…,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Inquisicion_v1568A_exp152_fs115-116v_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_Inquisicion_v1568A_exp152_fs115-116v_03/AGN_Inquisicion_v1568A_exp152_fs115-116v_03_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_03,bnf_266,Rodrigo,1376,Varco,varco,Filológicas - instrucciones,Regularización de labiales (b/v),134,139,"…adie le vio y esto tampoco pudo ser porque nunca se dijo que hubiesen los enemigos cogido [[Varco]] de Vixia, ni gente de Castillo cosa que necesariamente había de saberse: a cosa de las ci…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_266_03/BnF_266_03_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_03,bnf_266,Rodrigo,1377,Varco,varco,Filológicas - instrucciones,Regularización de labiales (b/v),357,362,"…no para su castillo como todos y notó que el mismo enemigo decía después, porque no envió [[Varco]] que nos mirara como no parecieron más navíos y era ya tarde. Salió la común voz diciendo…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_266_03/BnF_266_03_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_032_23,bnf_032,Arturo,5179,"verdad, y","verdad, y",Puntuación,"Coma (,)",2230,2239,"…de Tlacotepec, para que aclarasen con juramento, y que les dije que con juramento dijesen [[verdad, y]] les hice la solemnidad, que por Dios y por esta mi autoridad, a don Diego y a don Juo Mis…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_032_23/BnF_032_23_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_032_23,bnf_032,Arturo,5229,"verdad, y","verdad, y",Puntuación,"Coma (,)",2928,2937,"…los viejos y señores tequitatos y mandones del pueblo, dijeron que Po el regidor dijo la [[verdad, y]] que por eso también nosotros somos cristianos y creemos en nuestro señor Dios, que bien s…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_032_23/BnF_032_23_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGI_INDIFERENTE_1529_N8_06,agi_indiferente,Rodrigo,27,vestias,vestias,Filológicas - instrucciones,Regularización de labiales (b/v),847,854,"…Las dos que llaman Tulimán y Monte están en tierra muy áspera, tanto que no pueden llegar [[vestias]] a cargar los metales a la boca de las minas, como se hace en otras partes. La otra parte…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_INDIFERENTE_1529_N8_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/AGI_INDIFERENTE_1529_N8_06/AGI_INDIFERENTE_1529_N8_06_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGI_INDIFERENTE_1529_N8_06,agi_indiferente,Rodrigo,28,vestias,vestias,Filológicas - instrucciones,Regularización de labiales (b/v),1014,1021,"…rtes. La otra parte que llaman de Santiago está en unos cerros bajos, a los cuales llegan [[vestias]] a cargar. Cerca de estas minas del Tulimán pasa un río caudal. Entre ellas y un cerro que…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_INDIFERENTE_1529_N8_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/AGI_INDIFERENTE_1529_N8_06/AGI_INDIFERENTE_1529_N8_06_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,UIA_Ms149_Exp2_51,uia_ms149,Arturo,5982,Virrey,virrey,Cambios,Otros,275,281,"…mí, Pedro de Requena, un mandamiento que dijo haberle mandado dar el muy excelente señor [[Virrey]] de esta Nueva España, para que hiciese en el contenido su tenor, del cual dicho mandamien…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp2_51_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/UIA_Ms149_Exp2_51/UIA_Ms149_Exp2_51_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,UIA_Ms149_Exp2_51,uia_ms149,Arturo,5983,Virrey,virrey,Cambios,Otros,417,423,"…contenido su tenor, del cual dicho mandamiento es este que se sigue. Don Martín Enríquez, [[Virrey]] , Gobernador y Capitán General de esta Nueva España y Presidente de la Audiencia Real que…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp2_51_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/UIA_Ms149_Exp2_51/UIA_Ms149_Exp2_51_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,utblac_eog_v_41_orig_03,utblac_eog,Flor,5593,Vm.,vm.,Abreviaturas,Expansión completa,168,171,"…n Joseph Hurtado de Mendoza, Conde del valle, como más aya lugar en derecho, paresco ante [[Vm.]] Y digo: Petición. Que con ocasión de haberse quemado la Iglesia de el Ingenio San Juan Ba…",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/utblac_eog_v_41_orig_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/utblac_eog_v_41_orig_03/utblac_eog_v_41_orig_03_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,utblac_eog_v_41_orig_03,utblac_eog,Flor,5594,Vm.,vm.,Abreviaturas,Expansión completa,851,854,"…Conde ha dado principio a edificar dicha Iglesia en grave perjuicio suyo, se ha de servir [[Vm.]] a mandar comparecer ante sí a todos los oficiales de carpintería, como de albañilería que",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/utblac_eog_v_41_orig_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/utblac_eog_v_41_orig_03/utblac_eog_v_41_orig_03_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4391,y a,y a,Cambios,Sustitución,26,29,"Denando al dicho don Juan [[y a]] los demás principales de la dicha villa de Coyuacán, a que las bolviesen, tornasen y rest…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4462,y a,y a,Cambios,Sustitución,676,679,"…os dichos nuestro presidente y oidores mandaron dar traslado al dicho don Juan gobernador [[y a]] los demás principales de la dicha villa de Coyuacán, y que respondiesen para la primera a…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_032_23,bnf_032,Arturo,5197,y a,y a,Puntuación,"Coma (,)",2387,2390,"…dad, a don Diego y a don Juo Miscoatle, viejo, don Juo Ramírez, y a don Franco Cozamalci, [[y a]] Po Tochile, y al señor don Franco de Guzmán, y a todos los viejos que tienen cargos del p…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_032_23/BnF_032_23_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_032_23,bnf_032,Arturo,5198,y a,y a,Puntuación,"Coma (,)",2436,2439,"…n Juo Ramírez, y a don Franco Cozamalci, y a Po Tochile, y al señor don Franco de Guzmán, [[y a]] todos los viejos que tienen cargos del pueblo de Tlacotepec, y aquí en la audiencia se oy…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_032_23/BnF_032_23_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_032_23,bnf_032,Arturo,4942,y cinco,y cinco,Cambios,No sub-rule assigned,476,483,"…elante de vuestra merced, digo que a treinta y cinco años que poseo las tierras, cuarenta [[y cinco]] de ancho, se entiende de brazas, cada braza, y de largo cuarenta y seis, y la tierra toda…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_032_23/BnF_032_23_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_032_23,bnf_032,Arturo,4943,y cinco,y cinco,Cambios,No sub-rule assigned,680,687,"…gueyes, y que no está ninguno sin maguey, y que a quién le pusieron los magueyes, treinta [[y cinco]] años, yo con mis manos y con mis fuerzas los puse, y no me ayudó nadie de mis sobrinos ni…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_032_23/BnF_032_23_GT.txt,2,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_111_22,bnf_111,Paloma,1708,y lo,y lo,Cambios,Sustitución,1933,1937,"…, si no que les quemarían las casas y los matarían y destruirían, y que esta es la verdad [[y lo]] que dicho testigo sabe, y pasa para el juramento que hizo, en lo cual se afirmó y ratific…",intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_111_22_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_111_22/BnF_111_22_GT.txt,2,2,2,1,False
