model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_form,effective_error_category,effective_subrule,modernised_start,modernised_end,modernised_context,approximate_source_start,approximate_source_end,approximate_source_context,document_alignment_ratio,context_status,modernised_txt_path,pre_modernisation_txt_path
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5387,franco,franco,Puntuación,Punto (.),46,52,Baltasar de Carvajal en 28 de Parahona que se [[le ne]] a la persona de quien Este dio Franco vive detrás del colegio de los niños En el calejón que de casa de h…,50,56,baltasar de caravajal en 28 medie Parahona que se [[le ne]] a la psona de quien Este dio Franco bive . detras del co legio de los niños En el callejon q de casa de h…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5440,camellon,camellon,Acentuación,No sub-rule assigned,23,31,Baltasar de Carvajal en [[28 de P]] arahona que se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En el cal…,24,35,baltasar de caravajal en [[28 medie P]] arahona que se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños En el ca…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5445,dho,dho,Abreviaturas,Expansión completa,36,39,Baltasar de Carvajal en 28 de Paraho [[na]] que se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En el calejón que…,40,43,baltasar de caravajal en 28 medie Paraho [[na]] que se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños En el callejon q…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5517,dhas,dhas,Abreviaturas,Expansión completa,10,14,Baltasar d [[e Ca]] rvajal en 28 de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del colegio de lo…,11,15,baltasar de [[car]] avajal en 28 medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del co legio d…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5453,posesion,posesion,Acentuación,No sub-rule assigned,20,28,Baltasar de Carvajal [[en 28 d]] e Parahona que se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En el…,21,32,baltasar de caravajal [[en 28 medi]] e Parahona que se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños En el…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5466,mando,mando,Acentuación,No sub-rule assigned,0,5,[[Balta]] sar de Carvajal en 28 de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del cole…,0,5,[[balta]] sar de caravajal en 28 medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5467,adjudico,adjudico,Acentuación,No sub-rule assigned,43,51,Baltasar de Carvajal en 28 de Parahona que [[se le ne]] a la persona de quien Este dio Franco vive detrás del colegio de los niños En el calejón que de casa de…,47,55,baltasar de caravajal en 28 medie Parahona que [[se le ne]] a la psona de quien Este dio Franco bive . detras del co legio de los niños En el callejon q de casa de…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5506,todo,todo,Puntuación,No sub-rule assigned,52,56,Baltasar de Carvajal en 28 de Parahona que se le ne [[a la]] persona de quien Este dio Franco vive detrás del colegio de los niños En el calejón que de casa de hered…,56,60,baltasar de caravajal en 28 medie Parahona que se le ne [[a la]] psona de quien Este dio Franco bive . detras del co legio de los niños En el callejon q de casa de herdo…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5468,do,do,Abreviaturas,Expansión completa,40,42,Baltasar de Carvajal en 28 de Parahona q [[ue]] se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En el calejón que de…,44,46,baltasar de caravajal en 28 medie Parahona q [[ue]] se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños En el callejon q de…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5468,do,do,Cambios,Deleción,40,42,Baltasar de Carvajal en 28 de Parahona q [[ue]] se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En el calejón que de…,44,46,baltasar de caravajal en 28 medie Parahona q [[ue]] se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños En el callejon q de…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5508,gobernador,gobernador,Puntuación,No sub-rule assigned,43,53,Baltasar de Carvajal en 28 de Parahona que [[se le ne a]] la persona de quien Este dio Franco vive detrás del colegio de los niños En el calejón que de casa de he…,47,57,baltasar de caravajal en 28 medie Parahona que [[se le ne a]] la psona de quien Este dio Franco bive . detras del co legio de los niños En el callejon q de casa de he…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5470,ahora,ahora,Cambios,Sustitución,0,5,[[Balta]] sar de Carvajal en 28 de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del cole…,0,5,[[balta]] sar de caravajal en 28 medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5509,ello.,ello.,Puntuación,Punto (.),27,32,Baltasar de Carvajal en 28 [[de Pa]] rahona que se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En el cale…,28,36,baltasar de caravajal en 28 [[medie Pa]] rahona que se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños En el cal…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5388,franco,franco,Abreviaturas,Expansión completa,12,18,Baltasar de [[Carvaj]] al en 28 de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del colegio de los ni…,13,19,baltasar de c [[aravaj]] al en 28 medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del co legio de lo…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5469,do,do,Abreviaturas,Expansión completa,3,5,Bal [[ta]] sar de Carvajal en 28 de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del cole…,3,5,bal [[ta]] sar de caravajal en 28 medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5469,do,do,Cambios,Deleción,3,5,Bal [[ta]] sar de Carvajal en 28 de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del cole…,3,5,bal [[ta]] sar de caravajal en 28 medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5471,das,das,Cambios,Deleción,23,26,Baltasar de Carvajal en [[28]] de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En e…,24,27,baltasar de caravajal en [[28]] medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5471,das,das,Abreviaturas,Expansión completa,23,26,Baltasar de Carvajal en [[28]] de Parahona que se le ne a la persona de quien Este dio Franco vive detrás del colegio de los niños En e…,24,27,baltasar de caravajal en [[28]] medie Parahona que se le ne a la psona de quien Este dio Franco bive . detras del co legio de los niños…,0.06501448342452526,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5518,So,so,Abreviaturas,Expansión completa,0,2,"[[So]] Casasano. Muy po señor. Alega y 2. Agustín Pinto en nombre de Sebastián de Aguilar, indio de la ciudad d…",0,2,[[So]] Casasano Mui po señor Alega y 2 Agustin pinto en Nombre De sevastian de aguilar yndio de la cibdad de ta…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5519,po,po,Abreviaturas,Expansión completa,17,19,"So Casasano. Muy [[po]] señor. Alega y 2. Agustín Pinto en nombre de Sebastián de Aguilar, indio de la ciudad de Tlaxcala, en el…",16,18,So Casasano Mui [[po]] señor Alega y 2 Agustin pinto en Nombre De sevastian de aguilar yndio de la cibdad de tascala en el plei…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5520,Tlaxcala,tlaxcala,Filológicas - instrucciones,No modificar otros idiomas,109,117,"…asasano. Muy po señor. Alega y 2. Agustín Pinto en nombre de Sebastián de Aguilar, indio de la ciudad de [[Tlaxcala]] , en el pleito con Diego Picil, indio de la propia ciudad, sobre las tierras de Metetelco y Ometochetl. A…",53,54,So Casasano Mui po señor Alega y 2 Agustin pinto en N [[o]] mbre De sevastian de aguilar yndio de la cibdad de tascala en el pleito con diego Piçil yndio de la propi…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5521,tener,tener,Cambios,Deleción,385,390,"…e Cerón, alcalde mayor de aquella ciudad, en que dijo que la otra parte use de su posesión que presupone [[tener]] en un pedazo de las dichas tierras y que no se le perturbe, como queriéndole amparar en ellas. Digo que…",105,107,So Casasano Mui po señor Alega y 2 Agustin pinto en Nombre De sevastian de aguilar yndio de la cibdad de [[ta]] scala en el pleito con diego Piçil yndio de la propia cibdad sobre las tierras de metetelco y ometochetl…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5522,nulo,nulo,Cambios,Sustitución,504,508,"…dazo de las dichas tierras y que no se le perturbe, como queriéndole amparar en ellas. Digo que fue y es [[nulo]] de anular y rebocar, por que las dichas tierras son de mi parte y fueron de sus padres y pasados, y con…",143,146,…stin pinto en Nombre De sevastian de aguilar yndio de la cibdad de tascala en el pleito con diego Piçil y [[ndi]] o de la propia cibdad sobre las tierras de metetelco y ometochetl Alegado agravios contra el auto dado y…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5523,nulo,nulo,Cambios,Sustitución,1323,1327,"…decía, y la mía se ha quedado y está en su posesión y ha de ser amparado en ella, rebocando y dando por [[nulo]] el dicho auto. Pido y suplico a V.A. que así lo mande proveer y determinar, y pido justicia y costas, y…",1268,1272,…e le dezia y la mia se a quedado y esta en su posesion y a de ser anparado en ella rrebocando y dando por [[nin]] guo el dho auto Pido y supco A .V. ALA ansi lo MDE pro veer y determinar y pido justa y costas y en lo ne…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5524,prueba,prueba,Cambios,Sustitución,854,860,"…te, y la contraria no tiene derecho alguno a ellas, ni el dicho auto tuvo fundamento ni justificación de [[prueba]] ni otro alguno. Y la verdad es que el dicho mi parte está poseyendo por los dichos sus terrazgueros, que…",368,404,…por Jorje ceron alld mayor de Aquella cibdad en que dixo que la otra parte use de su pose sion que presup [[one thener en un pedaço de las dhas]] tierras y que no sele perturbe como queriendole anparar en ellas digo q fue y es ninguo de anular y rrebo…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5527,obstante,obstante,Cambios,Sustitución,1088,1096,"…n y tienen sembradas las dichas tierras, como las han tenido, y por el dicho auto no se hizo despojo, no [[obstante]] que en mi primera pon dije que se había hecho, lo cual fue por yerro del intérprete y no entender bien l…",1043,1050,…labran y tienen senbradas las dhas tierras como las an thenido y por el dho auto no se hizo despojo no e [[nbargan]] te que en mi primera pon dixe averse hecho lo qual fue por yerro del ynterprete y no entender bien lo que…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5528,pon,pon,Abreviaturas,Expansión completa,1115,1118,"…chas tierras, como las han tenido, y por el dicho auto no se hizo despojo, no obstante que en mi primera [[pon]] dije que se había hecho, lo cual fue por yerro del intérprete y no entender bien lo que la parte le decí…",1067,1070,…as las dhas tierras como las an thenido y por el dho auto no se hizo despojo no enbargante que en mi prim [[era]] pon dixe averse hecho lo qual fue por yerro del ynterprete y no entender bien lo que la parte le dezia y…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5531,que se había,que se había,Cambios,Sustitución,1124,1136,"…ras, como las han tenido, y por el dicho auto no se hizo despojo, no obstante que en mi primera pon dije [[que se había]] hecho, lo cual fue por yerro del intérprete y no entender bien lo que la parte le decía, y la mía se ha…",1075,1086,…has tierras como las an thenido y por el dho auto no se hizo despojo no enbargante que en mi primera pon [[dixe averse]] hecho lo qual fue por yerro del ynterprete y no entender bien lo que la parte le dezia y la mia se a que…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5532,rebocando,rebocando,Filológicas - instrucciones,Regularización de labiales (b/v),1301,1310,"…ien lo que la parte le decía, y la mía se ha quedado y está en su posesión y ha de ser amparado en ella, [[rebocando]] y dando por nulo el dicho auto. Pido y suplico a V.A. que así lo mande proveer y determinar, y pido just…",1247,1256,…r bien lo que la parte le dezia y la mia se a quedado y esta en su posesion y a de ser anparado en ella r [[rebocando]] y dando por ninguo el dho auto Pido y supco A .V. ALA ansi lo MDE pro veer y determinar y pido justa y c…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5534,a V.A. que,a v.a. que,Cambios,Sustitución,1358,1368,"…tá en su posesión y ha de ser amparado en ella, rebocando y dando por nulo el dicho auto. Pido y suplico [[a V.A. que]] así lo mande proveer y determinar, y pido justicia y costas, y en lo necesario, ser recibido a prueba. E…",1302,1309,…esta en su posesion y a de ser anparado en ella rrebocando y dando por ninguo el dho auto Pido y supco A [[.V. AL]] A ansi lo MDE pro veer y determinar y pido justa y costas y en lo nesceso y ser rrecibido a prueva El dor…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5534,a V.A. que,a v.a. que,Abreviaturas,Expansión completa,1358,1368,"…tá en su posesión y ha de ser amparado en ella, rebocando y dando por nulo el dicho auto. Pido y suplico [[a V.A. que]] así lo mande proveer y determinar, y pido justicia y costas, y en lo necesario, ser recibido a prueba. E…",1302,1309,…esta en su posesion y a de ser anparado en ella rrebocando y dando por ninguo el dho auto Pido y supco A [[.V. AL]] A ansi lo MDE pro veer y determinar y pido justa y costas y en lo nesceso y ser rrecibido a prueva El dor…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5535,así,así,Cambios,Deleción,1369,1372,"…sesión y ha de ser amparado en ella, rebocando y dando por nulo el dicho auto. Pido y suplico a V.A. que [[así]] lo mande proveer y determinar, y pido justicia y costas, y en lo necesario, ser recibido a prueba. El do…",1309,1309,…n su posesion y a de ser anparado en ella rrebocando y dando por ninguo el dho auto Pido y supco A .V. AL [[]] A ansi lo MDE pro veer y determinar y pido justa y costas y en lo nesceso y ser rrecibido a prueva El dor…,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5536,"necesario, ser","necesario, ser",Cambios,Deleción,1438,1452,"…cho auto. Pido y suplico a V.A. que así lo mande proveer y determinar, y pido justicia y costas, y en lo [[necesario, ser]] recibido a prueba. El dor. Vique",1317,1319,…esion y a de ser anparado en ella rrebocando y dando por ninguo el dho auto Pido y supco A .V. ALA ansi l [[o]] MDE pro veer y determinar y pido justa y costas y en lo nesceso y ser rrecibido a prueva El dor Vique,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5536,"necesario, ser","necesario, ser",Puntuación,"Coma (,)",1438,1452,"…cho auto. Pido y suplico a V.A. que así lo mande proveer y determinar, y pido justicia y costas, y en lo [[necesario, ser]] recibido a prueba. El dor. Vique",1317,1319,…esion y a de ser anparado en ella rrebocando y dando por ninguo el dho auto Pido y supco A .V. ALA ansi l [[o]] MDE pro veer y determinar y pido justa y costas y en lo nesceso y ser rrecibido a prueva El dor Vique,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_117_03,bnf_117,Arturo,5537,dor.,dor.,Abreviaturas,Expansión completa,1475,1479,"…sí lo mande proveer y determinar, y pido justicia y costas, y en lo necesario, ser recibido a prueba. El [[dor.]] Vique",1349,1402,…a rrebocando y dando por ninguo el dho auto Pido y supco A .V. ALA ansi lo MDE pro veer y determinar y pi [[do justa y costas y en lo nesceso y ser rrecibido a p]] rueva El dor Vique,0.08396421197522368,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_117_03/BnF_117_03_GT.txt
